name,party,state,constituency
ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan Aaghadi,Maharashtra,Raver - 4
EKNATH NAGO SALUNKE,Independent,Maharashtra,Raver - 4
GULAB DAYARAM BHIL,Bharat Adivasi Party,Maharashtra,Raver - 4
MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,Maharashtra,Raver - 4
VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,Maharashtra,Raver - 4
VASANT SHANKAR KOLTE,Independent,Maharashtra,Raver - 4
PRAVIN LAXMAN PATIL,Independent,Maharashtra,Raver - 4
YUVRAJ DEVSING BARELA,Independent,Maharashtra,Raver - 4
ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),Maharashtra,Raver - 4
SHRIRAM SITARAM PATIL,Independent,Maharashtra,Raver - 4
JITENDRA PANDURANG PATIL,Independent,Maharashtra,Raver - 4
SANJAY PRALHAD KANDELKAR,Independent,Maharashtra,Raver - 4
SAGAR PRABHAKAR PATIL,Independent,Maharashtra,Raver - 4
SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),Maharashtra,Raver - 4
ANIL PITAMBAR WAGH (SIR),Independent,Maharashtra,Raver - 4
PROF. DR. ASHISH SUBHASH JADHAV,Independent,Maharashtra,Raver - 4
BHIVRAJ RAMDAS RAYSINGE,Independent,Maharashtra,Raver - 4
KOMALBAI BAPURAO PATIL,Independent,Maharashtra,Raver - 4
SHAIKH AABID SHAIKH BASHIR,Independent,Maharashtra,Raver - 4
AMIT HARIBHAU KOLTE,Independent,Maharashtra,Raver - 4
DR. YOGENDRA VITTHAL KOLTE,Independent,Maharashtra,Raver - 4
SHRIRAM OMKAR PATIL,Independent,Maharashtra,Raver - 4
VISHAL (DADA) PRAKASHBAPU PATIL,Independent,Maharashtra,Sangli - 44
SANJAY (KAKA) PATIL,Bharatiya Janata Party,Maharashtra,Sangli - 44
CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),Maharashtra,Sangli - 44
ALLAUDDIN HAYATCHAND KAZI,Independent,Maharashtra,Sangli - 44
PRAKASH SHIVAJIRAO SHENDGE,Independent,Maharashtra,Sangli - 44
PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,Maharashtra,Sangli - 44
TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,Maharashtra,Sangli - 44
MAHESH YASHWANT KHARADE,Swabhimani Paksha,Maharashtra,Sangli - 44
RAVINDRA CHANDAR SOLANKAR,Independent,Maharashtra,Sangli - 44
ANAND SHANKAR NALAGE,Baliraja Party,Maharashtra,Sangli - 44
SHASHIKANT GAUTAM DESHMUKH,Independent,Maharashtra,Sangli - 44
SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,Maharashtra,Sangli - 44
SUWARNATAI SUDHAKAR GAYAKWAD,Independent,Maharashtra,Sangli - 44
DATTATRAY PANDIT PATIL,Independent,Maharashtra,Sangli - 44
TOUHID ILAHI MOMIN,Independent,Maharashtra,Sangli - 44
AJIT DHANAJI KHANDARE,Independent,Maharashtra,Sangli - 44
BANDAGAR NANASO BALASO,Independent,Maharashtra,Sangli - 44
JALINDAR MACHINDRA THOMAKE,Independent,Maharashtra,Sangli - 44
SANGRAM RAJARAM MORE,Independent,Maharashtra,Sangli - 44
DR AKASH VHATKAR,Independent,Maharashtra,Sangli - 44
SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,Maharashtra,Satara - 45
SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party  Sharadchandra Pawar,Maharashtra,Satara - 45
GADE SANJAY KONDIBA,Independent,Maharashtra,Satara - 45
KADAM PRASHANT RAGHUNATH,Vanchit Bahujan Aaghadi,Maharashtra,Satara - 45
ANAND RAMESH THORWADE,Bahujan Samaj Party,Maharashtra,Satara - 45
KORDE SURESHRAO DINKAR,Independent,Maharashtra,Satara - 45
MARUTI DHONDIRAM JANKAR,Independent,Maharashtra,Satara - 45
SEEMA SUNIL POTDAR,Independent,Maharashtra,Satara - 45
VISHWAJIT PATIL UNDALKAR,Independent,Maharashtra,Satara - 45
NIVRUTTI KERU SHINDE,Independent,Maharashtra,Satara - 45
SAYAJI GANPAT WAGHMARE,Bahujan Republican Socialist Party,Maharashtra,Satara - 45
SACHIN SUBHASH MAHAJAN,Independent,Maharashtra,Satara - 45
DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,Maharashtra,Satara - 45
TUSHAR VIJAY MOTLING,Bahujan Mukti Party,Maharashtra,Satara - 45
PRATIBHA SHELAR,Independent,Maharashtra,Satara - 45
BAGAL SADASHIV SAHEBRAO,Independent,Maharashtra,Satara - 45
BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),Maharashtra,Shirdi - 38
LOKHANDE SADASHIV KISAN,Shiv Sena,Maharashtra,Shirdi - 38
UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan Aaghadi,Maharashtra,Shirdi - 38
BHAUSAHEB RAMNATH WAKCHAURE,Independent,Maharashtra,Shirdi - 38
RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,Maharashtra,Shirdi - 38
RAVINDRA KALLAYYA SWAMY,Independent,Maharashtra,Shirdi - 38
ABHIJEET ASHOKRAO POTE,Independent,Maharashtra,Shirdi - 38
BHARAT SAMBHAJI BHOSLE,Samata Party,Maharashtra,Shirdi - 38
SATISH BHIVA PAWAR,Independent,Maharashtra,Shirdi - 38
GANGADHAR RAJARAM KADAM,Independent,Maharashtra,Shirdi - 38
BAGUL GORAKSHA TANHAJI,Independent,Maharashtra,Shirdi - 38
PRASHANT VASANT NIKAM,Independent,Maharashtra,Shirdi - 38
ADV NITIN DADAHARI POL,Bahujan Bharat Party,Maharashtra,Shirdi - 38
RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,Maharashtra,Shirdi - 38
ADV SIDHARTH DEEPAK BODHAK,Independent,Maharashtra,Shirdi - 38
CHANDRAKANT SAMBHAJI DONDE,Independent,Maharashtra,Shirdi - 38
ASHOK RAMCHANDRA ALHAT,Independent,Maharashtra,Shirdi - 38
KHAJEKAR VIJAYRAO GOVINDRAO,Independent,Maharashtra,Shirdi - 38
KHARAT NACHIKET RAGHUNATH,Independent,Maharashtra,Shirdi - 38
SANJAY POPAT BHALERAO,Independent,Maharashtra,Shirdi - 38
DR. AMOL RAMSING KOLHE,Nationalist Congress Party  Sharadchandra Pawar,Maharashtra,Shirur - 36
ADHALRAO SHIVAJI DATTATREY,Nationalist Congress Party,Maharashtra,Shirur - 36
MANOHAR MAHADU WADEKAR,Independent,Maharashtra,Shirur - 36
DR. ANWAR SHAIKH,Vanchit Bahujan Aaghadi,Maharashtra,Shirur - 36
RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,Maharashtra,Shirur - 36
CHANDGUDE VINOD VASANT,Independent,Maharashtra,Shirur - 36
GORAKSH KASABE,Independent,Maharashtra,Shirur - 36
ADV. DR. LAXMAN RAMBHAU DAMSE,Bharat Adivasi Party,Maharashtra,Shirur - 36
GAIKWAD NILOBA CHANGADEO,Independent,Maharashtra,Shirur - 36
UMESH MAHADEV MHETRE,Independent,Maharashtra,Shirur - 36
ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,Maharashtra,Shirur - 36
AMOL VILAS PACHUNDKAR,Independent,Maharashtra,Shirur - 36
ASLAM ISAK BAGWAN,Lok Sena Party,Maharashtra,Shirur - 36
KAMBLE TRIMBAK NARAYAN,Baliraja Party,Maharashtra,Shirur - 36
SUBASH KASHINATH SARODE,Independent,Maharashtra,Shirur - 36
CHAAYA SANJAY JAGDALE-SOLANKE,Independent,Maharashtra,Shirur - 36
SUSHIL DNYANDEV KANSE,Independent,Maharashtra,Shirur - 36
NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,Maharashtra,Shirur - 36
BHOR VIKAS ROHIDAS,Independent,Maharashtra,Shirur - 36
DADA ALIAS VIKAS SURESH KASBE,Independent,Maharashtra,Shirur - 36
SURAJ CHANDRAKANT GAIKWAD,Independent,Maharashtra,Shirur - 36
SWAPNIL DHANAJI LONDHE,Bhim Sena,Maharashtra,Shirur - 36
AMAR MACHINDRA BORHADE,Independent,Maharashtra,Shirur - 36
RAVINDRA MOTIRAM SIRSAM,Independent,Maharashtra,Shirur - 36
TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,Maharashtra,Shirur - 36
PANDURANG BHAGWAN WAGHOLE,Independent,Maharashtra,Shirur - 36
SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),Maharashtra,Shirur - 36
HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,Maharashtra,Shirur - 36
SALIM BABA SAYYAD,Independent,Maharashtra,Shirur - 36
PRAKASH SUKHADEO JAMDHADE,Independent,Maharashtra,Shirur - 36
WAKHARE PRADIP PANDURANG,Independent,Maharashtra,Shirur - 36
RAHUL ARJUN HORE,Independent,Maharashtra,Shirur - 36
PRANITI SUSHILKUMAR SHINDE,Indian National Congress,Maharashtra,Solapur - 42
RAM VITTHAL SATPUTE,Bharatiya Janata Party,Maharashtra,Solapur - 42
AATISH MOHAN BANSODE,Independent,Maharashtra,Solapur - 42
BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,Maharashtra,Solapur - 42
SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,Maharashtra,Solapur - 42
RAMESH BHIMRAO SHIKHARE,Independent,Maharashtra,Solapur - 42
PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,Maharashtra,Solapur - 42
BHANTENAAGAMURTI MOULAPPA KURANE,Independent,Maharashtra,Solapur - 42
SUNILKUMAR TUKARAM SHINDE,Independent,Maharashtra,Solapur - 42
YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),Maharashtra,Solapur - 42
PARMESHWAR PANDURANG GEJAGE,Independent,Maharashtra,Solapur - 42
ADV VIKRAM UTTAM KASABE,Independent,Maharashtra,Solapur - 42
UGHADE VIJAYKUMAR BHAGWAN,Independent,Maharashtra,Solapur - 42
KUMAR CHANDRAKANT LONDHE,Baliraja Party,Maharashtra,Solapur - 42
KRISHNA NAGNATH BHISE,Independent,Maharashtra,Solapur - 42
ANNA SUKHADEV MASKE,Independent,Maharashtra,Solapur - 42
MAHASIDDHA TUKARAM GAYAKWAD,Independent,Maharashtra,Solapur - 42
SUDARSHAN RAYCHAND KHANDARE,Independent,Maharashtra,Solapur - 42
SONAVANE SHIVAJI CHANDRAKANT,Independent,Maharashtra,Solapur - 42
SACHIN SHAHU MASKE,Independent,Maharashtra,Solapur - 42
PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,Maharashtra,Solapur - 42
NARESH GANPAT MHASKE,Shiv Sena,Maharashtra,Thane - 25
RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),Maharashtra,Thane - 25
SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,Maharashtra,Thane - 25
ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,Maharashtra,Thane - 25
MUKESH KAILASNATH TIWARI,Bhim Sena,Maharashtra,Thane - 25
JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,Maharashtra,Thane - 25
DR. PIYUSH K. SAXENA,Independent,Maharashtra,Thane - 25
CHANDRAKANT VITTHAL SONAWANE,Independent,Maharashtra,Thane - 25
VIJAY DNYANOBA GHATE,Republican Bahujan Sena,Maharashtra,Thane - 25
IRFAN IBRAHIM SHAIKH,Independent,Maharashtra,Thane - 25
PRAMOD ANANDRAO DHUMAL,Independent,Maharashtra,Thane - 25
BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,Maharashtra,Thane - 25
UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),Maharashtra,Thane - 25
ARCHANA DINKAR GAIKWAD,Independent,Maharashtra,Thane - 25
SALIMA MUKTAR VASANI,Bahujan Maha Party,Maharashtra,Thane - 25
RAJIV KONDIBA BHOSALE,Independent,Maharashtra,Thane - 25
RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican Socialist Party,Maharashtra,Thane - 25
RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,Maharashtra,Thane - 25
KHAJASAB RASULSAB MULLA,Independent,Maharashtra,Thane - 25
SANJAY MANOHAR MORE,Independent,Maharashtra,Thane - 25
MALLIKARJUN SAYBANNA PUJARI,Independent,Maharashtra,Thane - 25
SAWALE DATTATRAY SITARAM,Independent,Maharashtra,Thane - 25
SURENDRAKUMAR K. JAIN,Independent,Maharashtra,Thane - 25
SIDDHANT CHHABAN SHIRSAT,Independent,Maharashtra,Thane - 25
AMAR SHARADRAO KALE,Nationalist Congress Party  Sharadchandra Pawar,Maharashtra,Wardha - 8
RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,Maharashtra,Wardha - 8
DR. MOHAN RAMRAOJI RAIKWAR,Bahujan Samaj Party,Maharashtra,Wardha - 8
PROF. RAJENDRA GULABRAO SALUNKHE,Vanchit Bahujan Aaghadi,Maharashtra,Wardha - 8
ASIF,Independent,Maharashtra,Wardha - 8
KISHOR BABA PAVAR,Independent,Maharashtra,Wardha - 8
SUHAS V. THAKARE,Independent,Maharashtra,Wardha - 8
AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,Maharashtra,Wardha - 8
MAROTI GULABRAO UIKE,Gondvana Gantantra Party,Maharashtra,Wardha - 8
ADV. BHASKAR MAROTRAO NEWARE,Independent,Maharashtra,Wardha - 8
JAGADISH UDDVRAO WANKHADE,Independent,Maharashtra,Wardha - 8
POOJA PANKAJ TADAS,Independent,Maharashtra,Wardha - 8
ANIL K. GHUSHE,Independent,Maharashtra,Wardha - 8
ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,Maharashtra,Wardha - 8
VIJAY DNYANESHWARRAO SHRIRAO,Independent,Maharashtra,Wardha - 8
ARVIND SHAMRAO LILLORE,Independent,Maharashtra,Wardha - 8
RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,Maharashtra,Wardha - 8
KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,Maharashtra,Wardha - 8
UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,Maharashtra,Wardha - 8
KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,Maharashtra,Wardha - 8
RAMESH SINHA,Independent,Maharashtra,Wardha - 8
DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,Maharashtra,Wardha - 8
DIXITA ANAND,Desh Janhit Party,Maharashtra,Wardha - 8
RAHUL T. BHOYAR,Independent,Maharashtra,Wardha - 8
SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),Maharashtra,Yavatmal- Washim - 14
RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,Maharashtra,Yavatmal- Washim - 14
ANIL JAYRAM RATHOD,Samnak Janta Party,Maharashtra,Yavatmal- Washim - 14
HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,Maharashtra,Yavatmal- Washim - 14
SANGITA DINESH CHAVHAN,Independent,Maharashtra,Yavatmal- Washim - 14
RAMDAS BAJIRAO GHODAM,Independent,Maharashtra,Yavatmal- Washim - 14
VINOD PANJABRAO NANDAGAVALI,Independent,Maharashtra,Yavatmal- Washim - 14
SANDIP SAMPAT SHINDE,Independent,Maharashtra,Yavatmal- Washim - 14
DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,Maharashtra,Yavatmal- Washim - 14
AMOL KOMAWAR,Hindrashtra Sangh,Maharashtra,Yavatmal- Washim - 14
UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),Maharashtra,Yavatmal- Washim - 14
MANOJ MAHADEORAO GEDAM,Independent,Maharashtra,Yavatmal- Washim - 14
NUR ALI MAHEBUB ALI SHAH,Independent,Maharashtra,Yavatmal- Washim - 14
DR ARJUNKUMAR SITARAM RATHOD,Independent,Maharashtra,Yavatmal- Washim - 14
PRO KISAN RAMRAO AMBURE,Independent,Maharashtra,Yavatmal- Washim - 14
DIKSHANT NAMDEVRAO SAWAIKAR,Independent,Maharashtra,Yavatmal- Washim - 14
GOKUL PREMDAS CHAVHAN,Independent,Maharashtra,Yavatmal- Washim - 14
ANGOMCHA BIMOL AKOIJAM,Indian National Congress,Manipur,Inner Manipur - 1
THOUNAOJAM BASANTA KUMAR SINGH,Bharatiya Janata Party,Manipur,Inner Manipur - 1
MAHESHWAR THOUNAOJAM,Republican Party of India (Athawale),Manipur,Inner Manipur - 1
RAJKUMAR SOMENDRO SINGH,Independent,Manipur,Inner Manipur - 1
MOIRANGTHEM TOTOMSHANA NONGSHABA,Independent,Manipur,Inner Manipur - 1
HAORUNGBAM SARAT SINGH,Independent,Manipur,Inner Manipur - 1
ALFRED KANNGAM S ARTHUR,Indian National Congress,Manipur,Outer Manipur - 2
KACHUI TIMOTHY ZIMIK,Naga Peoples Front,Manipur,Outer Manipur - 2
S KHO JOHN,Independent,Manipur,Outer Manipur - 2
ALYSON ABONMAI,Independent,Manipur,Outer Manipur - 2
DR. RICKY ANDREW J. SYNGKON,Voice of the People Party,Meghalaya,Shillong - 1
VINCENT H. PALA,Indian National Congress,Meghalaya,Shillong - 1
DR. MAZEL AMPAREEN LYNGDOH,National People's Party,Meghalaya,Shillong - 1
ROBERTJUNE KHARJAHRIN,United Democratic Party,Meghalaya,Shillong - 1
PROF. LAKHON KMA,Independent,Meghalaya,Shillong - 1
PETER SHALLAM,Independent,Meghalaya,Shillong - 1
SALENG A SANGMA,Indian National Congress,Meghalaya,Tura - 2
AGATHA K SANGMA,National People's Party,Meghalaya,Tura - 2
ZENITH M SANGMA,All India Trinamool Congress,Meghalaya,Tura - 2
LABENN CH MARAK,Independent,Meghalaya,Tura - 2
RICHARD VANLALHMANGAIHA,Zoram Peoples Movement,Mizoram,MIZORAM - 1
K VANLALVENA,Mizo National Front,Mizoram,MIZORAM - 1
LALBIAKZAMA,Indian National Congress,Mizoram,MIZORAM - 1
VANLALHMUAKA,Bharatiya Janata Party,Mizoram,MIZORAM - 1
LALHRIATRENGA CHHANGTE,Independent,Mizoram,MIZORAM - 1
RITA MALSAWMI,Mizoram People's Conference,Mizoram,MIZORAM - 1
S SUPONGMEREN JAMIR,Indian National Congress,Nagaland,Nagaland - 1
DR CHUMBEN MURRY,Nationalist Democratic Progressive Party,Nagaland,Nagaland - 1
HAYITHUNG TUNGOE LOTHA,Independent,Nagaland,Nagaland - 1
PRAVEEN KHANDELWAL,Bharatiya Janata Party,NCT OF Delhi,Chandni Chowk - 1
JAI PRAKASH AGARWAL,Indian National Congress,NCT OF Delhi,Chandni Chowk - 1
ABUL KALAM AZAD,Bahujan Samaj Party,NCT OF Delhi,Chandni Chowk - 1
UMESH RATHOR,Atulya Bharat Party,NCT OF Delhi,Chandni Chowk - 1
SEEMA RIZVI,Azad Samaj Party,NCT OF Delhi,Chandni Chowk - 1
SHAIK JALEEL,Navarang Congress Party,NCT OF Delhi,Chandni Chowk - 1
MD NAZIR,Aman Samaj Party,NCT OF Delhi,Chandni Chowk - 1
SATYA DEV CHAUDHARY,Satya Bahumat Party,NCT OF Delhi,Chandni Chowk - 1
RITU KAUSHIK,Socialist Unity Centre Of India (COMMUNIST),NCT OF Delhi,Chandni Chowk - 1
SAMEER MIRZA,Rashtriya Republican Party,NCT OF Delhi,Chandni Chowk - 1
SOHARSH GULGULIA JAIN,Swaraj Bhartiya Nyay Party,NCT OF Delhi,Chandni Chowk - 1
SHYAM BHARTEEY,Gareeb Aadmi Party,NCT OF Delhi,Chandni Chowk - 1
GULJAR SINGH,Peoples Party of India (Democratic),NCT OF Delhi,Chandni Chowk - 1
YOGENDER SINGH,Bharatiya Liberal Party,NCT OF Delhi,Chandni Chowk - 1
VINOD KUMAR GUPTA,Akhil Bhartiya Parivar Party,NCT OF Delhi,Chandni Chowk - 1
SHIVAM SAINI,Right to Recall Party,NCT OF Delhi,Chandni Chowk - 1
MANOJ KUMAR NIGAM,Akhil Bhartiya Sudhar Party,NCT OF Delhi,Chandni Chowk - 1
RAJESH GUPTA,Bharat Lok Sewak Party,NCT OF Delhi,Chandni Chowk - 1
RAHUL SHARMA,Rashtriya Mangalam Party,NCT OF Delhi,Chandni Chowk - 1
SUNIL KUMAR,Independent,NCT OF Delhi,Chandni Chowk - 1
SUBHASH CHANDER,Independent,NCT OF Delhi,Chandni Chowk - 1
MOHD HAMID,Bharatheeya Jawan Kisan Party,NCT OF Delhi,Chandni Chowk - 1
PYUSH NARULA,Independent,NCT OF Delhi,Chandni Chowk - 1
HEENA,Public Political Party,NCT OF Delhi,Chandni Chowk - 1
ASHOK KUMAR GUPTA,Independent,NCT OF Delhi,Chandni Chowk - 1
HARSH MALHOTRA,Bharatiya Janata Party,NCT OF Delhi,East Delhi - 3
KULDEEP KUMAR (MONU),Aam Aadmi Party,NCT OF Delhi,East Delhi - 3
MOHD. WAQAR CHOUDHARY,Bahujan Samaj Party,NCT OF Delhi,East Delhi - 3
A. GOPALA KRISHNA,Navarang Congress Party,NCT OF Delhi,East Delhi - 3
KULDEEP KUMAR,Independent,NCT OF Delhi,East Delhi - 3
MANOJ KUMAR GUPTA (SWARAJI),Independent,NCT OF Delhi,East Delhi - 3
RODASH GUPTA,Independent,NCT OF Delhi,East Delhi - 3
JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,NCT OF Delhi,East Delhi - 3
ARUNIMA GAUTAM,Independent,NCT OF Delhi,East Delhi - 3
JAI RAM LAL,Rashtriya Republican Party,NCT OF Delhi,East Delhi - 3
ADVOCATE MANJEET SINGH,Rashtra Nirman Party,NCT OF Delhi,East Delhi - 3
MOHAMMAD IRFAN,Independent,NCT OF Delhi,East Delhi - 3
OM SHANKAR,Independent,NCT OF Delhi,East Delhi - 3
LAL SINGH,Bahujan Dravida Party,NCT OF Delhi,East Delhi - 3
YOGESH CHAUDHARY,Bhartiya Veer Dal,NCT OF Delhi,East Delhi - 3
VIMAL KUMAR SAXENA,Independent,NCT OF Delhi,East Delhi - 3
SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),NCT OF Delhi,East Delhi - 3
SANJAY,Public Political Party,NCT OF Delhi,East Delhi - 3
AMIT GUPTA,Independent,NCT OF Delhi,East Delhi - 3
SANJAYA KUMAR YADAV,Right to Recall Party,NCT OF Delhi,East Delhi - 3
BANSURI SWARAJ,Bharatiya Janata Party,NCT OF Delhi,New Delhi - 4
SOMNATH BHARTI,Aam Aadmi Party,NCT OF Delhi,New Delhi - 4
RAAJ KUMAR ANAND,Bahujan Samaj Party,NCT OF Delhi,New Delhi - 4
SANJAY RAWAT,Independent,NCT OF Delhi,New Delhi - 4
ACHLA JETHMALANI,Jindabad Kranti Party,NCT OF Delhi,New Delhi - 4
HIRA LAL,Independent,NCT OF Delhi,New Delhi - 4
PREM SINGH,Navarang Congress Party,NCT OF Delhi,New Delhi - 4
UPENâDRA,Anjaan Aadmi Party,NCT OF Delhi,New Delhi - 4
DILIP SINGH,Independent,NCT OF Delhi,New Delhi - 4
LUKMAN KHAN,Log Party,NCT OF Delhi,New Delhi - 4
PUNAM PANDEY,Rashtravadi Loktantrik Party (India),NCT OF Delhi,New Delhi - 4
SANDHYA THAKKAR,Rashtriya Republican Party,NCT OF Delhi,New Delhi - 4
RAVINDER SINGH,Independent,NCT OF Delhi,New Delhi - 4
DINESH KUMAR,Peoples Party of India (Democratic),NCT OF Delhi,New Delhi - 4
PRITHVI NATH SINGH,Bharatiya Sampuran Krantikari Party,NCT OF Delhi,New Delhi - 4
MAHESH KUMAR DENWAL,Ambedkarite Party of India,NCT OF Delhi,New Delhi - 4
MANOJ KUMAR SHARMA,Loktantrik Janshakti Party,NCT OF Delhi,New Delhi - 4
MANOJ TIWARI,Bharatiya Janata Party,NCT OF Delhi,North-East Delhi - 2
KANHAIYA KUMAR,Indian National Congress,NCT OF Delhi,North-East Delhi - 2
ASHOK KUMAR,Bahujan Samaj Party,NCT OF Delhi,North-East Delhi - 2
SUNITA,Navarang Congress Party,NCT OF Delhi,North-East Delhi - 2
AKESHAN DUT,Independent,NCT OF Delhi,North-East Delhi - 2
SUSHIL CHOUDHARY,Aapki Apni Party (Peoples),NCT OF Delhi,North-East Delhi - 2
AJAY TIWARI,Right to Recall Party,NCT OF Delhi,North-East Delhi - 2
SUBHASH,Rashtriya Janmorcha,NCT OF Delhi,North-East Delhi - 2
AKASH SRIVASTAV,Jai Hind National Party,NCT OF Delhi,North-East Delhi - 2
SANJEEV KUMAR PANDEY,Bharatiya Liberal Party,NCT OF Delhi,North-East Delhi - 2
SAROJ KUMAR RAY,Independent,NCT OF Delhi,North-East Delhi - 2
ADV. BHIM KISHOR,Peoples Party of India (Democratic),NCT OF Delhi,North-East Delhi - 2
SANJEEV KUMAR,Public Political Party,NCT OF Delhi,North-East Delhi - 2
PRAKASH DEVI,Socialist Unity Centre Of India (COMMUNIST),NCT OF Delhi,North-East Delhi - 2
LAKSHYA VASHIST (SHYAM),Jindabad Kranti Party,NCT OF Delhi,North-East Delhi - 2
BABITA YADAV,Aazad Samaj Party (Kanshi Ram),NCT OF Delhi,North-East Delhi - 2
MANOJ KUMAR,Independent,NCT OF Delhi,North-East Delhi - 2
NIVEDITA SHARMA âPREMâ,Rashtrawadi Janlok Party (Satya),NCT OF Delhi,North-East Delhi - 2
DR. RAJESH KUMAR SINGH,Independent,NCT OF Delhi,North-East Delhi - 2
KANHI LAL,Swatantra Jantaraj Party,NCT OF Delhi,North-East Delhi - 2
VIJAY KUMAR JHA,Independent,NCT OF Delhi,North-East Delhi - 2
YOGESH SWAMY,Independent,NCT OF Delhi,North-East Delhi - 2
ASHOK MISHRA,Independent,NCT OF Delhi,North-East Delhi - 2
ADV. K.T. PALUSKAR,Prabuddha Republican Party,NCT OF Delhi,North-East Delhi - 2
RAVI KIRAN THILAK THATIKONDA,Independent,NCT OF Delhi,North-East Delhi - 2
ISHWAR CHAND,Bharatrashtra Democratic Party,NCT OF Delhi,North-East Delhi - 2
JAGDISH,Rashtriya Samaj Paksha,NCT OF Delhi,North-East Delhi - 2
BIRPAL SINGH KOLI,Independent,NCT OF Delhi,North-East Delhi - 2
YOGENDER CHANDOLIYA,Bharatiya Janata Party,NCT OF Delhi,North-West Delhi - 5
UDIT RAJ,Indian National Congress,NCT OF Delhi,North-West Delhi - 5
VIJAY BAUDDH,Bahujan Samaj Party,NCT OF Delhi,North-West Delhi - 5
SURESH KUMAR,Peoples Party of India (Democratic),NCT OF Delhi,North-West Delhi - 5
SANJAY KUMAR SIWAL,Rashtriya Janshakti Party (Secular),NCT OF Delhi,North-West Delhi - 5
SUBHASH,Asankhya Samaj Party,NCT OF Delhi,North-West Delhi - 5
RAJENDER SOOD,Aam Janshakti Party,NCT OF Delhi,North-West Delhi - 5
PRAVEEN GAUTAM,Navarang Congress Party,NCT OF Delhi,North-West Delhi - 5
K M KAJAL,Public Political Party,NCT OF Delhi,North-West Delhi - 5
NARESH KUMAR,Independent,NCT OF Delhi,North-West Delhi - 5
ADVOCATE SATISH CHANDRA,Ambedkarite Party of India,NCT OF Delhi,North-West Delhi - 5
PARMENDRA MANJHI,Independent,NCT OF Delhi,North-West Delhi - 5
ADVOCATE DR. MAHENDER SINGH CHURIYANA,Bahujan Dravida Party,NCT OF Delhi,North-West Delhi - 5
CHANDER PAL SONI,Independent,NCT OF Delhi,North-West Delhi - 5
ADITI,Independent,NCT OF Delhi,North-West Delhi - 5
ADV. KRUPAL,Prabuddha Republican Party,NCT OF Delhi,North-West Delhi - 5
